,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
4120,4120,21 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,2644,1,1982,Male,26.0,2019-02-16
4121,4121,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4616,2,1966,Male,27.0,2019-09-05
4122,4122,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5421,3,1990,Male,26.0,2017-06-29
4123,4123,35 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4653,2,2000,Male,26.0,2018-04-24
4124,4124,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4337,2,1988,Male,26.0,2017-01-31
4125,4125,13 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),37,2,1965,Female,27.0,2018-05-21
4126,4126,21 minutes,3,Powell St BART Station (Market St at 4th St),97,14th St at Mission St,3508,1,1992,Male,26.0,2019-08-05
4127,4127,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,1399,1,1987,Male,29.0,2018-01-24
4128,4128,34 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,2861,1,1991,Female,29.0,2019-09-21
4129,4129,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,1113,1,1988,Male,29.0,2019-12-23
4130,4130,12 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5059,2,1992,Male,27.0,2020-02-07
4131,4131,6 minutes,5,Powell St BART Station (Market St at 5th St),383,Golden Gate Ave at Franklin St,809,1,1994,Male,27.0,2018-03-29
4132,4132,5 minutes,81,Berry St at 4th St,321,5th St at Folsom,109,2,1996,Male,26.0,2017-02-03
4133,4133,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1523,2,1992,Male,27.0,2017-12-15
4134,4134,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4426,1,1978,Male,27.0,2019-11-17
4135,4135,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5522,2,1987,Male,26.0,2017-10-11
4136,4136,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1751,1,1992,Female,29.0,2019-11-03
4137,4137,29 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,4778,1,1991,Female,26.0,2018-01-02
4138,4138,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4656,3,1985,Male,26.0,2017-10-27
4139,4139,27 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,2502,3,1993,Other,26.0,2017-06-28
4140,4140,12 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,4982,2,1986,Male,27.0,2022-03-14
4141,4141,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1917,2,2000,Female,27.0,2017-05-05
4142,4142,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,1316,3,1990,Male,26.0,2017-01-22
4143,4143,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,4836,3,1988,Male,26.0,2017-11-27
4144,4144,14 minutes,16,Steuart St at Market St,33,Golden Gate Ave at Hyde St,4955,2,1984,Male,27.0,2017-01-11
4145,4145,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),99,Folsom St at 15th St,2321,2,1991,Female,27.0,2018-12-31
4146,4146,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,1655,2,1990,Male,27.0,2018-03-24
4147,4147,6 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),1201,3,1990,Male,27.0,2018-06-16
4148,4148,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4626,2,1984,Male,27.0,2022-03-14
4149,4149,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4624,1,1994,Male,26.0,2018-05-23
4150,4150,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,1100,1,1988,Male,26.0,2019-03-01
4151,4151,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,2714,3,1981,Male,27.0,2022-03-14
4152,4152,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5182,2,1985,Male,27.0,2019-03-09
4153,4153,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,336,1,1993,Female,27.0,2017-06-28
4154,4154,16 minutes,22,Howard St at Beale St,115,Jackson Playground,5523,3,1986,Male,27.0,2019-05-07
4155,4155,8 minutes,81,Berry St at 4th St,81,Berry St at 4th St,1606,2,1970,Male,26.0,2017-11-16
4156,4156,14 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,1370,3,1992,Female,26.0,2022-03-14
4157,4157,16 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,593,1,1985,Male,27.0,2018-04-27
4158,4158,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,3706,2,1987,Female,29.0,2018-06-12
4159,4159,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5502,1,1983,Female,27.0,2018-03-22
4160,4160,15 minutes,3,Powell St BART Station (Market St at 4th St),85,Church St at Duboce Ave,1184,3,1990,Male,27.0,2019-02-28
4161,4161,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3123,2,1978,Male,26.0,2017-05-13
4162,4162,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4742,2,1987,Male,26.0,2017-06-16
4163,4163,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),120,Mission Dolores Park,1267,3,1988,Male,29.0,2022-03-14
4164,4164,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),361,Mendell St at Fairfax Ave,4800,3,1989,Male,27.0,2018-03-19
4165,4165,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3662,1,1984,Male,26.0,2017-02-13
4166,4166,28 minutes,21,Montgomery St BART Station (Market St at 2nd St),361,Mendell St at Fairfax Ave,5008,1,1978,Male,26.0,2020-02-07
4167,4167,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5000,2,1988,Female,26.0,2019-02-14
4168,4168,5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,1393,3,1993,Male,29.0,2019-10-19
4169,4169,12 minutes,3,Powell St BART Station (Market St at 4th St),99,Folsom St at 15th St,1274,2,1986,Female,26.0,2017-02-06
4170,4170,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,3571,2,1994,Male,27.0,2018-06-30
4171,4171,19 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,2356,2,1980,Female,27.0,2017-12-19
4172,4172,17 minutes,81,Berry St at 4th St,144,Precita Park,5574,2,1983,Female,27.0,2017-04-24
4173,4173,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,3309,2,1980,Male,29.0,2018-01-26
4174,4174,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),127,Valencia St at 21st St,4633,1,1986,Female,29.0,2017-02-13
4175,4175,17 minutes,81,Berry St at 4th St,109,17th St at Valencia St,5269,3,1980,Male,26.0,2022-03-14
4176,4176,23 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),380,Masonic Ave at Turk St,5381,3,1993,Male,29.0,2019-11-29
4177,4177,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5220,3,1992,Male,26.0,2019-06-05
4178,4178,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5059,3,1983,Male,27.0,2018-11-06
4179,4179,21 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1784,1,1986,Male,26.0,2019-03-14
4180,4180,7 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,3337,1,1987,Male,26.0,2017-11-26
4181,4181,6 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1320,3,1992,Male,27.0,2018-12-25
4182,4182,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),86,Market St at Dolores St,2058,1,1995,Female,26.0,2022-03-14
4183,4183,10 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4644,1,1984,Female,27.0,2019-10-07
4184,4184,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5518,2,1963,Male,27.0,2019-03-04
4185,4185,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,3066,2,1994,Male,27.0,2017-08-29
4186,4186,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,134,2,1989,Female,29.0,2022-03-14
4187,4187,13 minutes,22,Howard St at Beale St,126,Esprit Park,4749,1,1993,Female,26.0,2022-03-14
4188,4188,15 minutes,5,Powell St BART Station (Market St at 5th St),142,Guerrero Park,5298,2,1993,Male,29.0,2018-05-04
4189,4189,13 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,3727,3,1986,Female,26.0,2022-03-14
4190,4190,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2548,2,1983,Male,26.0,2017-06-07
4191,4191,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),39,Scott St at Golden Gate Ave,4752,3,1980,Male,26.0,2022-03-14
4192,4192,3 minutes,22,Howard St at Beale St,23,The Embarcadero at Steuart St,1052,1,1978,Male,26.0,2018-05-14
4193,4193,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4390,3,1992,Male,29.0,2017-11-21
4194,4194,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,4453,2,1977,Male,26.0,2018-07-17
4195,4195,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1936,2,1981,Male,29.0,2019-05-01
4196,4196,8 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,1455,1,1988,Male,29.0,2020-02-13
4197,4197,20 minutes,22,Howard St at Beale St,126,Esprit Park,3084,1,1959,Male,26.0,2017-02-23
4198,4198,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5521,2,1983,Male,27.0,2017-01-09
4199,4199,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),71,Broderick St at Oak St,4987,2,1987,Male,26.0,2018-05-03
4200,4200,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5220,1,1982,Female,26.0,2018-10-15
4201,4201,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2550,1,1979,Male,26.0,2017-07-16
4202,4202,5 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2516,3,1993,Male,27.0,2022-03-14
4203,4203,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),345,Hubbell St at 16th St,4803,2,1989,Male,26.0,2018-04-09
4204,4204,12 minutes,81,Berry St at 4th St,125,20th St at Bryant St,4972,2,1991,Male,27.0,2019-05-28
4205,4205,11 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4991,2,1995,Female,26.0,2019-09-24
4206,4206,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4964,2,1989,Male,29.0,2017-04-05
4207,4207,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5307,1,1991,Male,27.0,2018-12-20
4208,4208,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5149,1,1990,Male,26.0,2022-03-14
4209,4209,10 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5398,2,1986,Male,26.0,2018-08-18
4210,4210,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4816,2,1990,Male,26.0,2018-02-08
4211,4211,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),4770,1,1992,Male,29.0,2022-03-14
4212,4212,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4629,3,1989,Male,29.0,2022-03-14
4213,4213,12 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,4655,3,1990,Male,27.0,2019-04-07
4214,4214,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1316,2,1994,Male,26.0,2019-11-20
4215,4215,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,1104,2,1976,Male,27.0,2022-03-14
4216,4216,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5114,2,1984,Female,26.0,2019-03-25
4217,4217,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,3462,3,1970,Male,29.0,2022-03-14
4218,4218,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5312,2,1982,Male,26.0,2017-06-15
4219,4219,8 minutes,81,Berry St at 4th St,126,Esprit Park,1442,1,1991,Male,29.0,2018-11-17
4220,4220,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),362,Lane St at Revere Ave,5558,3,1984,Male,26.0,2022-03-14
4221,4221,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4773,3,1989,Female,26.0,2019-03-31
4222,4222,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),127,Valencia St at 21st St,1686,1,1986,Male,29.0,2017-08-05
4223,4223,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5453,2,1989,Male,26.0,2018-07-23
4224,4224,13 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5306,1,1992,Male,26.0,2019-01-22
4225,4225,6 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,283,2,1974,Male,27.0,2017-05-31
4226,4226,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4980,3,1990,Male,29.0,2018-10-21
4227,4227,17 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,5282,2,1987,Male,27.0,2017-03-24
4228,4228,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),5521,1,1998,Male,27.0,2019-01-28
4229,4229,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5288,1,1991,Male,27.0,2022-03-14
4230,4230,5 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,4613,1,1986,Male,26.0,2017-05-23
4231,4231,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,5495,2,1992,Male,26.0,2019-10-13
4232,4232,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2527,2,1993,Female,27.0,2017-10-09
4233,4233,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),966,1,1972,Male,29.0,2018-01-09
4234,4234,35 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,5396,3,1977,Male,26.0,2018-06-06
4235,4235,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1896,2,1977,Male,29.0,2018-10-24
4236,4236,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4633,2,1967,Male,29.0,2018-05-11
4237,4237,4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4617,2,1990,Male,26.0,2022-03-14
4238,4238,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4647,3,1992,Male,27.0,2017-03-20
4239,4239,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1594,3,1988,Male,27.0,2019-04-28
4240,4240,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,5560,2,1991,Male,29.0,2017-06-12
4241,4241,4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5399,2,1985,Male,29.0,2019-09-02
4242,4242,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4770,2,1993,Male,29.0,2022-03-14
4243,4243,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,5535,3,1994,Male,29.0,2017-02-13
4244,4244,35 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5018,3,1996,Male,26.0,2018-11-07
4245,4245,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),1834,1,1987,Female,29.0,2017-01-09
4246,4246,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1217,2,1994,Male,29.0,2022-03-14
4247,4247,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5299,2,1994,Male,26.0,2017-11-27
4248,4248,11 minutes,81,Berry St at 4th St,89,Division St at Potrero Ave,3284,3,1986,Male,29.0,2018-11-25
4249,4249,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),33,Golden Gate Ave at Hyde St,2262,2,1983,Male,26.0,2022-03-14
4250,4250,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),55,Webster St at Grove St,5038,2,1984,Female,26.0,2019-05-18
4251,4251,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,3246,2,1990,Female,27.0,2019-01-15
4252,4252,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4832,2,1995,Male,29.0,2022-03-14
4253,4253,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4400,2,1970,Male,27.0,2018-02-28
4254,4254,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4972,2,1990,Male,27.0,2019-05-31
4255,4255,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2970,2,1987,Female,27.0,2022-03-14
4256,4256,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,4955,2,1989,Male,27.0,2017-12-31
4257,4257,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1106,2,1984,Female,27.0,2022-03-14
4258,4258,12 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,2868,3,1995,Male,26.0,2018-02-12
4259,4259,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),112,Harrison St at 17th St,4435,2,1982,Male,27.0,2018-06-12
4260,4260,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5307,2,1969,Male,27.0,2018-11-01
4261,4261,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,4975,3,1983,Female,26.0,2018-10-22
4262,4262,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4964,2,1901,Male,29.0,2022-03-14
4263,4263,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),85,Church St at Duboce Ave,5477,2,1990,Female,26.0,2019-10-09
4264,4264,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),28,The Embarcadero at Bryant St,5368,2,1982,Male,27.0,2018-06-25
4265,4265,13 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,3069,2,1987,Male,26.0,2019-11-27
4266,4266,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4533,3,1991,Male,26.0,2018-05-29
4267,4267,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4816,1,1988,Male,26.0,2017-12-16
4268,4268,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,5159,2,1994,Male,29.0,2018-06-25
4269,4269,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,4600,2,1973,Female,26.0,2018-01-26
4270,4270,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),78,Folsom St at 9th St,5226,1,1989,Male,27.0,2017-01-25
4271,4271,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5399,2,1982,Female,29.0,2017-02-28
4272,4272,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,4965,2,1972,Male,26.0,2022-03-14
4273,4273,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4911,1,1998,Male,26.0,2018-12-13
4274,4274,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4750,1,2000,Male,26.0,2022-03-14
4275,4275,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4397,2,2000,Female,26.0,2020-01-30
4276,4276,22 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,5360,2,1957,Male,26.0,2022-03-14
4277,4277,11 minutes,16,Steuart St at Market St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4635,1,1993,Male,27.0,2019-10-20
4278,4278,4 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,4624,1,1968,Male,26.0,2019-06-12
4279,4279,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),121,Mission Playground,5479,1,1993,Male,27.0,2017-03-25
4280,4280,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),108,16th St Mission BART,5084,2,1980,Male,26.0,2017-05-25
4281,4281,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5518,2,1990,Female,27.0,2018-01-21
4282,4282,30 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),144,Precita Park,3434,2,1968,Female,29.0,2019-02-12
4283,4283,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,2064,1,1985,Male,27.0,2022-03-14
4284,4284,8 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,4644,2,1988,Male,27.0,2018-03-30
4285,4285,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5454,1,1998,Male,27.0,2022-03-14
4286,4286,13 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,1064,2,1986,Female,26.0,2019-01-31
4287,4287,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5114,2,1975,Male,26.0,2017-01-16
4288,4288,22 minutes,81,Berry St at 4th St,125,20th St at Bryant St,4326,1,1982,Female,27.0,2018-06-22
4289,4289,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,5467,2,1996,Male,27.0,2022-03-14
4290,4290,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4749,2,1977,Male,26.0,2022-03-14
4291,4291,23 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,5261,3,1991,Male,27.0,2017-07-03
4292,4292,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,2033,2,1986,Male,26.0,2019-09-01
4293,4293,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5441,2,1989,Male,27.0,2019-02-24
4294,4294,24 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,4801,2,1991,Female,29.0,2019-04-14
4295,4295,15 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,377,3,1987,Female,26.0,2018-09-26
4296,4296,8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,2481,2,1985,Male,29.0,2019-10-22
4297,4297,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,2035,3,1989,Male,27.0,2017-01-19
4298,4298,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5495,2,1989,Male,26.0,2017-01-03
4299,4299,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3309,2,1973,Female,29.0,2019-08-18
4300,4300,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2125,1,1989,Female,29.0,2022-03-14
4301,4301,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,385,2,1988,Male,26.0,2017-08-25
4302,4302,18 minutes,81,Berry St at 4th St,96,Dolores St at 15th St,5388,3,1986,Male,26.0,2017-09-06
4303,4303,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,5523,2,1993,Male,27.0,2022-03-14
4304,4304,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4820,2,1975,Male,29.0,2022-03-14
4305,4305,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),5008,3,1992,Male,26.0,2022-03-14
4306,4306,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3309,3,1980,Male,29.0,2017-08-18
4307,4307,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5368,2,1991,Male,27.0,2017-02-27
4308,4308,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),3658,1,1967,Male,27.0,2022-03-14
4309,4309,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4317,2,1988,Male,27.0,2022-03-14
4310,4310,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5307,2,1990,Female,27.0,2019-03-22
4311,4311,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),4852,3,1987,Female,26.0,2022-03-14
4312,4312,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),121,Mission Playground,5448,1,1978,Male,27.0,2020-01-29
4313,4313,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4601,1,1990,Male,27.0,2019-06-02
4314,4314,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1566,1,1981,Male,29.0,2017-02-24
4315,4315,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5114,3,1995,Female,26.0,2022-03-14
